UPC,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12
670000043392,805,,,8,2,4,1,,4,,,,,,,,,,,,,3
670000043392,806,,,,,,,,4,,,,,,,,,,,,,
670000043392,807,,,,,2,0,,,1,,,,,,,,,,,,
670000043392,808,,,10,30,,,,,,,,,,,,,,,,10,13
670000043392,809,1,14,,10,,4,,,6,,,,,,,,,,,1,5
670000043392,810,5,15,,,10,,,10,,,,,,,,,,,,6,
670000043392,811,,10,-10,,,,,,,,,,,,,,,,,,
670000043392,812,,,,,6,,,,,,,,,,,,,,,,
670000043392,813,10,,,,10,,,,,,,,,,,,,,,,
670000043392,814,,,2,,2,7,,2,,,,,,,,,,,,,
670000043392,815,,,,,3,5,,,5,,,,,,,,,,,,
670000043392,816,,15,,,,,1,5,,,,,,,,,,,,,
670000043392,817,,,,10,,,,3,,,,,,,,,,,,,
670000043392,818,4,,2,22,,,,,2,,,,,,,,,,,,
670000043392,819,,,,,,,,,,,,,,,,,,,,,2
670000043392,820,10,,,,,,,5,,,,,,,,,,,,,3
670000043392,821,,,,6,4,,10,,,,,,,,,,,,,,
670000043392,822,,,,12,,,,,,,,,,,,,,,,,6
670000043392,823,,,,10,,,,,,,,,,,,,,,,,
670000043392,824,10,10,10,,,10,10,,10,,,,,,,,,,,,
670000043392,825,,12,17,15,11,4,20,28,3,,,,,,,,,,,,
670000043392,826,,,,,,,,8,3,,,,,,,,,,,,
670000043392,828,15,,10,35,,,,,10,15,5,10,10,15,40,10,,,,,5
670000043392,829,,,,960,-480,,,,,,,10,30,60,45,270,,,,,100
670000043392,830,,,5,,,,5,10,,4,12,3,18,8,85,,,,,,
670000043392,831,,,5,,,,,,,,,,,,5,,,,,,
670000043392,832,5,,,,,,,,,,,,,,,,,,,,
670000043392,833,5,10,,8,25,,,,3,,,,,,,,,,,,
670000043392,834,,,,,,,,,3,,,,,,,,,,,,
670000043392,835,2,,2,5,4,3,4,,,,,,,,,,,,,,
670000043392,837,,,10,,,,,,,,,,,,,,,,,,
670000043392,838,,6,,,,,,,,,,,,,,,,,,,
670000043392,839,,5,,10,,10,10,,,,,,,,,,,,,,
670000043392,840,,1,13,,,10,,,,,,,,,,,,,,,
670000043392,841,,,,20,,,,,,,,,,,,,,,,,
670000043392,842,,20,,20,20,,,,,,,,,,,,,,,,
670000043392,843,,2,,,6,,1,,6,,,,,,,,,,,,
670000043392,844,,20,,10,,,,,5,,,,,,,,,,,,
670000043392,845,,,,10,,,,10,,,,,,,,,,,,,
670000043392,846,,10,,10,20,,,20,5,,,,,,,,,,,,
670000043392,847,,10,,,,,,,,,,,,,,,,,,,
670000043392,848,,,10,15,,,,,,,,,,,,,,,,,
670000043392,849,,,10,30,,,,,,,,,,,,,,,,,
670000043392,851,,,20,18,,,,,,,,,,,,,,,,,
670000043392,852,,,12,,,,,10,0,,,,,,,,,,,,
670000043392,853,,,,,,,10,,,,,,,,,,,,,,
670000043392,854,,,,,,,,4,,,,,,,,,,,,,
670000043392,855,,,10,,,,,,,,,,,,,,,,,,
670000043392,856,,,10,20,,,6,10,,,,,,,,,,,,,
670000043392,857,,,15,,,10,,,,,,,,,,,,,,,
670000043392,858,,,2,25,,,,,,,,,,,,,,,,,
670000043392,859,,,2,,,,,,,,,,,,,,,,,,
670000043392,860,,,,21,-1,,,,10,,,,,,,,,,,,
670000043392,861,,,10,,10,4,5,10,,,,,,,,,,,,,
670000043392,862,,,5,,,,,,,,,,,,,,,,,,
670000043392,863,,,3,,6,5,,3,5,,,,,,,,,,,,
670000043392,864,,,,20,,,,20,,,,,,,,,,,,,
670000043392,865,,,,10,,,,,,,,,,,,,,,,,
670000043392,866,,,,16,,,,,,,,,,,,,,,,,
670000043392,867,,,,70,,,,,,,,,,,,,,,,,
670000043392,869,,,,15,,,,,,,,,,,,,,,,,
670000043392,871,,,,20,,,5,,,,,,,,,,,,,,
670000043392,872,,,,,,2,,,,,,,,,,,,,,,
670000043392,873,,,,10,,,,,,,,,,,,,,,,,
670000043392,874,,,,10,,,,6,,,,,,,,,,,,,
670000043392,875,,,,,10,,10,10,20,,,,,,,,,,,,
670000043392,876,,,,4,,,,,,,,,,,,,,,,,
670000043392,877,,,,10,,18,2,6,16,,,,,,,,,,,,
670000043392,878,,,,4,,,,,,,,,,,,,,,,,
670000043392,879,,,,15,,,,,,,,,,,,,,,,,
670000043392,880,,,,2,1,,,,,,,,,,,,,,,,
670000043392,881,,,,,,,,,15,,,,,,,,,,,,
670000043392,882,,,,,1,,,,,,,,,,,,,,,,
670000043392,883,,,,,1,1,,,,,,,,,,,,,,,
670000043392,884,,,,,0,,2,,,,,,,,,,,,,,
670000043392,885,,,,,3,,5,,5,,,,,,,,,,,,
670000043392,886,,,,,3,,,,,,,,,,,,,,,,
670000043392,888,,,,,,,5,,,,,,,,,,,,,,
670000043392,889,,,,,5,,,,,,,,,,,,,,,,
670000043392,890,,,,,1,10,,,,,,,,,,,,,,,
670000043392,891,,,,,3,2,0,2,,,,,,,,,,,,,
670000043392,892,,,,,6,,,,,,,,,,,,,,,,
670000043392,893,,,,,3,,,,,,,,,,,,,,,,
670000043392,895,,,,,,18,,,,,,,,,,,,,,,
670000043392,896,,,,,,10,,,,,,,,,,,,,,,
670000043392,897,,,,,,9,3,6,,,,,,,,,,,,,
670000043392,898,,,,,,,,20,,,,,,,,,,,,,
670000043392,899,,,,,,3,,22,,,,,,,,,,,,,
670000043392,900,,,,,,,,,10,,,,,,,,,,,,
670000043392,901,,,,,,,5,6,,,,,,,,,,,,,
670000043392,902,,,,,,,2,,,,,,,,,,,,,,
670000043392,903,,,,,,,5,,,,,,,,,,,,,,
670000043392,904,,,,,,,3,,,,,,,,,,,,,,
670000043392,905,,,,,,,5,,,,,,,,,,,,,,
670000043392,906,,,,,,,3,,,,,,,,,,,,,,
670000043392,907,,,,,,,,3,,,,,,,,,,,,,
670000043392,908,,,,,,,,10,,,,,,,,,,,,,
670000043392,909,,,,,,,,10,10,,,,,,,,,,,,
670000043392,910,,,,,,,,5,,,,,,,,,,,,,
670000043392,911,,,,,,,,,4,,,,,,,,,,,,
670000043392,920,,20,,,,,,,,10,,10,,10,10,,10,10,,,
670000043392,945,,,,,,1,,,,,1,,,2,,,,2,,,
670000043392,950,,,,,,,,,,,,,,,,,,,20,-20,
670000043392,957,,,,,,,,,,,,,,,,,,,,6,
670000043392,958,,,,,,,,,,,,30,,,,,,,,,
670000043392,959,,,,2,,,,,,,,,,,,,,1,,,
670000043392,960,,,,,,,10,,,,,,,,,,,,,,
670000043392,961,,,,,1,,,,,,,,,,,,,,,,
670000043392,962,,,,,,,,,3,,,,,,,,,,,,
670000067908,1,,,2,,,,1,,,,,,,,,,,,,,
670000067908,2,2,,,,,,,4,,,,2,1,,7,,,,,,
670000067908,3,8,10,17,10,20,10,15,,10,10,10,10,33,30,18,21,,10,10,10,10
670000067908,4,20,,,,20,0,,20,,,10,,20,,20,20,,10,,,10
670000067908,5,,5,,5,10,10,,10,,,,,10,10,5,,10,,,5,10
670000067908,6,20,,,20,,20,,20,,10,,10,20,10,,70,,,,,
670000067908,7,,10,5,60,,,,25,,20,40,10,10,40,20,40,,,40,,
670000067908,8,10,,10,,10,,,10,,,10,,10,10,,,,10,,10,
670000067908,9,,,,,,,,,,,8,,,,10,,,,,,6
670000067908,10,,,5,,,8,,,1,,,,12,10,20,,,,,,
670000067908,11,,,1,,2,,,2,,2,,,,,2,2,,,2,,
670000067908,12,,15,,10,,,,,,,5,,8,,7,,,10,,,
670000067908,14,,,15,,,,,,,,20,,,5,,,6,,,5,
670000067908,15,,,,,,,,,2,,,,,,,,,,,,
670000067908,16,,10,,40,10,5,,,,15,,,10,10,15,,,10,10,,10
670000067908,17,,,,,10,,,,,,,,,,10,,,,,,
670000067908,18,,,,,,,,,,30,,,,,,,,,,,
670000067908,19,,2,6,,6,,5,3,,,,,5,7,,2,4,6,2,,
670000067908,20,,2,2,13,,,,,,3,,,,,,4,,7,,,
670000067908,22,,,,24,,,,,,,6,,12,,10,,,5,,,
670000067908,23,5,,3,,,,,,,,,,,,4,,,2,,,
670000067908,24,,14,,10,,,10,,5,,1,,12,,15,,,1,,10,2
670000067908,25,,5,,,,,5,,,,,,,,,,5,3,,5,5
670000067908,26,,20,,15,,,,,0,,10,,10,5,20,,5,,15,,
670000067908,27,,,,,10,,,,,,,,,10,,,,,,,1
670000067908,28,25,10,20,80,,,,,,,,30,10,20,30,110,,,5,40,25
670000067908,29,10,,10,20,,,,10,0,,,,10,,,,10,,,,
670000067908,30,,,20,20,,,,,,,,6,10,10,20,,,,,,
670000067908,32,,,,,,,,2,,,2,3,,,9,,3,,,,2
670000067908,33,,,5,,5,,5,,5,5,,,5,,10,,,,,5,10
670000067908,34,,6,,13,,,,,10,2,4,,,3,,,7,,,2,
670000067908,35,,1,,,,2,,,2,1,1,2,,1,,1,3,3,1,2,
670000067908,36,,,,20,,,,,,,,10,,,,,,,10,,10
670000067908,38,,,1,2,,,,,1,,,,,1,,,,,1,,
670000067908,39,15,,5,10,,,,10,,,3,10,,10,10,,,4,5,10,
670000067908,40,3,,3,10,,,1,3,,,,,3,10,2,,,,,,
670000067908,41,4,,5,10,5,,5,,,,11,5,10,8,8,,3,,9,,6
670000067908,42,,10,,,,,,10,,,,,,,,,,,,,
670000067908,43,,,10,10,,,,10,,,,10,,10,,,10,,,10,
670000067908,44,,,12,5,,20,10,,10,10,,5,20,5,,40,,,10,,20
670000067908,45,20,,,20,,,,20,,20,,,,20,,,20,20,,,20
670000067908,46,10,,10,,,,,,,,,,10,,20,,,,,,20
670000067908,47,,10,,90,,,,,,15,15,,20,10,10,,10,20,,,
670000067908,48,10,,10,,10,,,10,5,10,10,,20,10,20,10,20,,,,10
670000067908,49,,,,,,,3,,3,,,,,,,,,,,,
670000067908,50,,3,,7,,,,,,,,,,,,,,,,,2
670000067908,51,,,,,,,,,4,,,,2,,2,,6,,,,
670000067908,52,,,,100,,,,,,20,10,20,40,,160,,,,,,
670000067908,53,,,,,,,2,,,,,5,,,,,,,,,
670000067908,54,,3,,,,,,,,,,,2,4,,,,,,,
670000067908,55,,,,,,,,,,,,,,,,,,1,,,
670000067908,56,,,,,,,,,,,2,,,,,,,,,,
670000067908,57,,20,,20,,20,10,10,5,10,5,2,20,20,15,30,,,10,,10
670000067908,59,,,10,,,,,,,,,,10,,,,,,,,
670000067908,60,,40,10,58,,,,0,0,50,10,25,40,10,20,90,,,,,
670000067908,62,,,,,,,3,,,3,,1,,2,,5,,,,,
670000067908,63,,,,10,,,,10,,,,,,50,,,,,,,
670000067908,64,19,7,14,21,6,11,11,18,3,10,24,7,13,18,20,15,8,13,24,2,5
670000067908,65,,,,,1,,,,,,,,,,,,,,,,
670000067908,66,30,60,160,830,,,,,,,,,280,110,100,150,500,-100,,,
670000067908,67,,,,,,,2,,,,,2,,,,,,,,,
670000067908,68,,,,,,,,,,2,,,,,,,,,,,
670000067908,69,,10,10,,,,20,20,20,,,20,30,,,10,,30,,,
670000067908,70,,20,,80,,,,,,10,,5,20,10,20,20,,,,10,
670000067908,71,,2,,7,,,3,,,,4,,6,,2,,,,,3,
670000067908,72,,,,5,,5,,3,5,,,,15,,,,,,,,
670000067908,73,,,,,,,2,3,,,,10,10,,3,,,3,,3,
670000067908,74,1,,3,,,,,,,,,,2,,,,1,,,1,
670000067908,75,,3,,3,7,,,,,,3,,4,,4,4,3,2,,2,3
670000067908,76,,,,10,,,20,,,10,,,10,10,20,,,,,20,
670000067908,77,,5,,2,3,,,,,,,2,5,,,,,,,,
670000067908,78,,3,2,,2,,3,,,,4,,1,1,3,,,4,,5,
670000067908,79,21,,,2,,,,,2,,,10,32,,,,,42,,,
670000067908,80,10,,,,,10,,,,,,,10,,,10,10,,,,
670000067908,81,,20,,10,,,,5,10,,,,20,,20,,,,,,
670000067908,82,,,4,,,,,,,,6,,,14,,,,,,,
670000067908,83,,,,,,10,,,,,,,10,10,7,,,,,,
670000067908,84,,15,,,10,,,10,,10,,10,30,,,,,20,,,15
670000067908,85,,13,,,7,,10,4,5,,5,10,3,,12,,,6,,,
670000067908,86,,,,,,,,,,,30,70,60,30,60,,,,30,10,70
670000067908,87,,10,,,,,,,,2,,,,3,,,3,,,,
670000067908,88,10,,,,,,,,,,,10,,,10,,,10,,,
670000067908,89,100,200,600,400,,,,,,300,,150,300,200,400,300,,,,100,100
670000067908,90,,,,,4,,,,,,,,,,,,,,,,
670000067908,91,,,,2,,,,,,,,,,,,,,,,,
670000067908,92,7,,6,10,,,,,,,,,15,,10,,,,,,
670000067908,93,,,,10,,,,,,,,,,,,,,,,,
670000067908,94,,,5,,6,,,4,,,,,,,5,,5,,,5,
670000067908,96,,,20,,20,,,,,10,,,20,,,20,10,10,,,10
670000067908,97,,,,,,,,,,,,,,,20,,,,,,
670000067908,100,,,,5,,,,,,,,,,,,,,,,,
670000067908,101,1,,2,,,,,,,,2,2,1,3,3,,2,4,,,3
670000067908,102,10,,,10,,,,,,,10,,10,10,20,,,,,,
670000067908,103,,,10,10,,,,,,,,,10,10,,,10,10,,,
670000067908,104,2,9,,40,,,,,,,6,,5,,21,,,,2,,8
670000067908,105,,,,3,,,,,2,,,,,,1,2,,,,,
670000067908,106,,,3,,10,,,,8,5,5,,3,10,3,,4,,5,,5
670000067908,107,,,5,,,,6,,1,3,,,,,,7,,,,4,
670000067908,109,,5,4,,,,,,,,,,4,4,2,,,,,,
670000067908,110,,3,,,,4,,,,4,,2,10,,14,,,,,5,5
670000067908,111,10,10,,20,13,,,,,,10,20,10,10,,10,5,,15,,10
670000067908,112,5,12,,,1,3,4,2,4,4,4,2,12,12,,,,5,,5,
670000067908,113,2,,1,,3,,,,,,,2,,,1,,2,,,1,
670000067908,114,,,,,,,,,,,,,,,,5,,,,,
670000067908,115,,5,,2,,,,4,2,,,,6,,,8,5,,10,,
670000067908,116,,10,,,,,,10,,,,10,,,,,,,,,
670000067908,117,,,,,,,3,,,,,,,,,,,,,,
670000067908,118,,,,1,,,,,,,,,,,,,,,,,
670000067908,119,7,10,,,,5,,,,,,,,7,,,,2,,,
670000067908,120,,,150,50,,,6,,,30,,25,80,130,50,,,,,,
670000067908,121,,,,,,,,5,,10,,,,,10,,,,,,
670000067908,122,,,15,,,,,,,,,,12,,10,,,,,,
670000067908,123,,,7,,,,,8,,,,,8,6,,,,9,,,7
670000067908,124,,,2,6,,,,6,,,,,,,,,,,,,
670000067908,125,,,15,,,20,,,,,,,10,7,,,,,,,
670000067908,126,1,,1,,,,2,2,,,,,1,,,,,,,,
670000067908,127,,,,,,,,,1,,,,3,,,,1,,,,
670000067908,128,20,20,10,40,20,10,10,20,10,10,20,20,40,30,20,10,20,30,10,10,20
670000067908,129,20,10,40,20,20,10,,10,10,20,10,20,20,20,30,,10,20,10,10,
670000067908,130,50,50,50,,100,50,50,50,20,50,,20,80,50,50,50,,50,30,80,
670000067908,131,,,16,,,,,,2,,,,5,,,,,,,,
670000067908,132,,,,3,8,,,,,,,,3,,2,,,,5,,
670000067908,133,,,10,10,10,,10,10,,,,,,,,,,,10,,10
670000067908,134,,10,,,10,10,,,10,10,,,10,,10,,,,,,10
670000067908,135,10,,2,5,2,3,4,5,2,7,2,4,,5,2,,5,1,,4,1
670000067908,136,,40,80,80,,,,,,,,20,50,50,90,,,,,,
670000067908,137,,,10,,,,,,,,,,,,8,,,,,,
670000067908,138,,,4,,,1,,3,,,5,,2,,,,,,,,4
670000067908,139,3,12,,12,4,5,1,1,8,,6,3,7,14,3,,,5,,1,1
670000067908,140,,10,20,,,10,,20,,,,10,20,20,20,,,30,,30,
670000067908,141,10,,30,,,,10,,4,,,10,10,,15,,,10,10,,
670000067908,142,11,,,4,,,,,,,5,,,,,10,,5,,,23
670000067908,143,,,,,,1,,,1,,,,,,,,,,,,
670000067908,144,,40,,,,,,,,,,,20,,,,,,10,10,
670000067908,145,,3,,,,5,,,3,2,,,3,3,,,,,,,3
670000067908,146,,10,,12,,,,,2,4,4,,10,7,,,4,4,-2,5,
670000067908,147,,10,,,10,5,10,,,,,,10,,20,,,,,10,10
670000067908,148,,,,,,,,5,,,,,,,,,,10,,,
670000067908,149,,8,6,16,,,,,,10,,5,10,,10,,10,,5,5,
670000067908,150,,20,,,,,,,5,,,5,10,,,,,5,,5,
670000067908,151,10,,40,70,,,,,,,,,40,,55,,,,20,10,20
670000067908,152,4,12,,16,,16,14,,,,,,,,10,,8,10,5,,5
670000067908,153,,,5,9,,,3,7,,5,5,,5,5,9,,,,,,12
670000067908,154,,5,,5,,,,,,,10,,,10,,10,,,,,
670000067908,155,,,,4,1,,4,,3,,,3,2,2,,2,,2,,2,
670000067908,156,,20,20,40,,,,10,30,,10,,30,,20,,,20,20,,
670000067908,157,,,,,2,,,,3,,,,,,,,,,,,
670000067908,158,,,,6,,,,6,,,,,,5,,,,,,,
670000067908,159,60,20,50,330,,,,,,,,,40,30,130,,,,,,
670000067908,160,,,,,,,,,,,,4,,,14,,,,,,
670000067908,161,3,2,,,,,6,,4,,5,,,,,,,,5,,
670000067908,162,,,,,,,,,,,3,,,,,,,,,,
670000067908,163,10,,7,,5,,,10,,5,,10,,10,,15,,,10,,
670000067908,164,2,,1,2,,,,,3,,1,,1,,2,,1,,,,
670000067908,165,2,8,2,7,,2,,6,,2,2,6,11,,4,,1,2,,4,3
670000067908,167,,20,,50,,,,,,,5,,10,10,20,,,3,10,,
670000067908,168,10,20,,20,,,,,,,,10,20,20,,,,,,,
670000067908,169,5,,,5,,,10,,,,,,10,,,,,,,,
670000067908,170,,5,,20,,,,,,,,,10,10,,,,,,10,
670000067908,171,,,,,,,,,,,,,,,,,2,,,,
670000067908,172,5,,15,,,,,10,15,,,,20,,5,7,,10,10,,10
670000067908,173,10,20,20,30,10,20,10,20,20,20,10,20,10,20,20,20,10,20,20,10,20
670000067908,174,,,,,,,,,,,,1,,,,,,,,,
670000067908,175,,,,9,,,,,,,,,,,,,,,,2,
670000067908,176,,,,14,,,,,,,,,2,,2,,,,,,
670000067908,177,10,,9,10,,,,,,,,10,5,,20,,,,,4,
670000067908,178,10,10,20,10,10,10,,10,10,10,10,10,10,10,20,10,,10,20,10,
670000067908,179,,20,,,,10,,,,,,,,,,,,,,,
670000067908,180,2,,,5,,,,,3,,,,4,3,,,4,,,4,
670000067908,181,,,,15,,5,,5,10,10,,,10,10,10,10,,5,5,,10
670000067908,182,,10,10,10,15,,20,-4,4,,10,10,10,10,20,,,,,10,10
670000067908,183,,,,,,,,,2,,,,,,,,,,,,
670000067908,184,20,,,20,,,10,,,,,20,,,10,20,,,10,,
670000067908,185,,3,,,,,,,,,,1,3,4,,10,,,,3,150
670000067908,186,4,,5,12,,,,2,,,5,,10,,15,,,,,,
670000067908,187,2,1,,5,,2,2,,,4,,,,3,1,2,2,,,,2
670000067908,188,5,2,20,25,,,5,5,3,15,5,5,20,,21,1,5,10,5,,3
670000067908,189,,,10,10,,,,,,,10,4,10,5,20,,,,,,
670000067908,190,5,10,5,10,,,,,,,,,5,10,5,,,,,,
670000067908,191,,20,,30,,,,,,2,,6,10,,20,,,,,,
670000067908,192,,,6,,2,,,,,6,-2,,5,,6,,,3,,6,1
670000067908,193,,,,,,,1,10,,,,,,5,,,3,,3,,10
670000067908,194,9,,10,15,,,3,3,5,10,6,,10,10,10,,2,,4,4,
670000067908,195,,,,,,,,,,,,3,3,,,,5,,,,
670000067908,196,,,,15,,,5,,,,,,,,10,,,,,10,
670000067908,197,4,10,,,,5,,1,3,,3,,10,,,,,2,,6,
670000067908,198,10,20,10,35,,10,7,13,5,5,10,12,20,15,,12,13,10,17,18,10
670000067908,199,,,2,,,,,,,,,,10,,,,,,,2,
670000067908,200,1,,3,,,,3,3,,,1,,2,,,2,,,3,,
670000067908,202,,,10,,,,,,10,,,,10,,,,,,10,,
670000067908,203,,,,6,,,,,,,,,,,,5,,,,,
670000067908,204,6,6,3,6,5,3,5,2,6,,3,4,9,3,4,5,,7,7,3,2
670000067908,206,3,20,20,30,,,,,6,5,5,,30,5,40,,,,,5,2
670000067908,207,20,,,55,8,20,16,10,10,10,,10,10,15,10,30,,10,,10,
670000067908,208,6,,20,30,,,,,,,7,,10,13,31,20,,5,,,
670000067908,209,,1,,3,,5,1,,5,,,,2,,,4,,,,,
670000067908,210,,,,5,,,,,,,,,10,5,10,,,,,,3
670000067908,211,10,,,5,,,,,,,10,,,20,,,,,,10,
670000067908,212,3,,,,,,,,,,5,,2,,5,2,1,,,,3
670000067908,213,,,,,,,,,3,,,2,,,,,,,,,
670000067908,214,20,20,10,30,20,10,20,,20,10,,20,50,10,,30,20,,20,20,
670000067908,215,22,20,60,60,,,3,5,2,4,,4,5,2,67,2,4,6,4,25,15
670000067908,216,10,10,,,,30,,,,,,,20,,20,,,,,,
670000067908,217,,,,,,,,,,,9,2,15,5,,6,4,8,6,,4
670000067908,218,1,,,,1,,,,,,,,,,,,,,,,
670000067908,219,,9,,,3,,,10,,,,2,,1,,5,,3,5,5,
670000067908,221,,,,,,1,,,,,4,,9,,,,,,,,
670000067908,222,,,,,,,,,,,,,10,,,,,,,,
670000067908,223,12,10,10,5,,,5,,10,5,,7,16,13,5,10,3,5,2,5,8
670000067908,224,1,3,7,8,,3,,,3,1,,7,4,4,,11,3,0,,6,4
670000067908,225,20,20,80,250,,,,,,,,,300,50,,430,,,,,
670000067908,226,,,,2,,,,,,,,1,1,,,,,,,,
670000067908,227,10,,8,11,,4,6,,3,5,8,2,8,8,20,,,,8,5,3
670000067908,228,,5,,6,,,,,0,,,,2,,4,,3,,2,,1
670000067908,229,,3,,6,,,3,,,2,2,,2,8,6,,,,,1,
670000067908,230,,,4,5,,,,,3,,,,3,,3,,,3,,,2
670000067908,231,,,,15,,,,,,,,,10,,,,,,,,
670000067908,232,25,,15,55,,40,,20,10,20,,20,10,20,15,20,,15,30,10,15
670000067908,233,,20,,,,,,,,,5,,5,,10,,,,,,5
670000067908,234,,,,,2,,,,,,,3,,,,2,,,,,
670000067908,235,,,,5,,,,,5,4,,,3,3,3,,,5,,,3
670000067908,236,,,1,1,,,,,,,,,,,,,3,,,,
670000067908,237,,2,,10,,,,,,,,,,,,,,,,,
670000067908,238,,6,,5,8,,,,,,,,3,,6,,,,,,
670000067908,239,4,,,,3,1,,,,2,,3,3,2,,,2,,,3,
670000067908,240,,10,,10,,,,,,,10,,,,5,,,,,,
670000067908,241,,,,,,,,,,2,,,,,,,,,,,
670000067908,242,5,6,10,15,,,12,1,6,3,3,1,10,8,10,,5,4,,2,5
670000067908,243,,1,,5,,2,1,,,,1,3,,2,,2,,,1,,
670000067908,244,10,,5,5,,,,,,5,,,10,,10,5,,,,,
670000067908,245,,,,20,,,,,20,,,,10,,10,,,10,,20,
670000067908,246,,5,,,,10,,,5,,3,3,7,8,,5,,,,,
670000067908,247,,,30,,10,10,,10,,,10,10,10,20,,,10,10,10,,
670000067908,248,10,11,30,30,10,,20,10,8,24,17,16,20,15,30,,14,15,13,13,19
670000067908,249,5,,15,,,6,3,3,5,6,,,15,10,3,,,2,5,4,5
670000067908,250,,,4,7,,,,,,,,2,1,,8,,,2,,3,12
670000067908,251,,,,40,,,,,20,,10,,10,120,,,,,,,10
670000067908,252,,,2,8,,,,,,,,4,4,,21,,,,,,
670000067908,253,,15,,20,7,0,,,6,6,,10,,10,,10,,5,,5,10
670000067908,254,,,,1,,,,,,,,,,,,,,,,,
670000067908,255,,,2,2,,,5,2,,,,,,,,,,,,,
670000067908,256,10,10,15,20,,10,,20,,,,6,15,15,20,,,10,,10,5
670000067908,257,4,,,,,3,,,,,,,,,2,,2,,2,,
670000067908,258,,20,,30,,,,,,,,5,20,,,,,,7,8,2
670000067908,260,,10,,10,20,,,,,,5,5,10,,20,,,,,,10
670000067908,261,5,,,20,,,,,,4,6,,5,,10,,,,2,,
670000067908,262,,,4,,,3,,3,,,,,,,2,2,,,,,
670000067908,263,7,5,5,15,,4,10,4,1,5,5,8,13,5,8,2,8,6,,11,10
670000067908,264,,5,10,10,3,5,2,2,5,,6,6,12,6,3,5,3,3,2,,4
670000067908,265,,,,,,,4,,,,,,,,,,,,,5,
670000067908,266,,,5,,,10,,,,10,,,4,,,7,10,,,,5
670000067908,269,,5,,,,10,,,,,5,,,,10,,,,,5,
670000067908,270,8,,8,7,,0,,,5,,,6,6,,,5,3,,2,,4
670000067908,271,2,,10,20,,,2,3,,6,,,3,12,11,3,,6,,12,
670000067908,272,,,9,9,,,,4,,,,,,,,,,,5,,9
670000067908,273,,,,,,,,,,15,,,,,,,,,,,
670000067908,274,,,10,,,,,,,,10,,10,15,,10,,10,5,5,15
670000067908,275,,,,,2,,,2,,,,1,,,,4,,,,3,
670000067908,276,10,10,5,,5,10,3,5,8,,4,3,10,15,10,5,10,3,4,18,5
670000067908,277,,,20,10,,,,,40,,,,10,40,20,30,,,,,
670000067908,278,30,,70,20,20,,20,10,,,20,20,20,20,10,30,20,20,,10,10
670000067908,279,,2,,6,5,,,4,2,,10,,2,8,,,,,8,,4
670000067908,281,,10,,,,,,,,,,,,,,,,,,,
670000067908,282,,6,6,3,4,1,,,,,,,,3,,,,3,,3,2
670000067908,283,,,3,,2,,2,,2,,3,,10,11,1,1,4,3,1,3,1
670000067908,284,,,,7,,,,,,,,,5,10,,,,,,,4
670000067908,285,10,,10,10,,,,,,,,10,,,10,,,,,,
670000067908,286,,,,2,,,,,,,,,3,,3,,,,,,
670000067908,287,,,,,,,,,,,,5,,,,,,4,,,
670000067908,288,,10,,55,10,,,,,11,3,,10,,15,,,10,3,,3
670000067908,289,,,10,10,20,,,,,,10,,10,,5,3,3,,13,5,4
670000067908,290,7,5,,10,,2,5,10,,,7,8,14,15,,8,2,2,3,5,
670000067908,291,,,10,15,,,,,,,,,20,,10,,,10,,,10
670000067908,292,,,,,,8,,,2,,8,,5,,,,,,,8,
670000067908,293,,20,,,,,,5,,6,,,5,5,8,,,,4,,
670000067908,295,,,,,,,5,6,,,,,,,,,,,3,,10
670000067908,296,10,,,20,,,,,,,5,,10,10,10,,,,,,
670000067908,297,,15,,,,5,,5,,,10,,,12,,3,,,12,,
670000067908,298,,,,,,,,0,,,,,,,,,,,,,
670000067908,299,,10,,,10,10,,,10,10,,,10,10,10,,,10,10,,10
670000067908,300,,11,,13,,,7,9,,,6,1,10,3,17,4,,6,,5,
670000067908,301,10,,10,20,,,,,,,,8,5,,20,,,,,,5
670000067908,302,,,,18,,,,,,,,8,4,,10,,,,,,14
670000067908,303,,,,5,,,,,,,,5,,2,,,4,,,,2
670000067908,304,,210,50,250,,,,,10,,,,10,10,,,,,,,
670000067908,305,,17,,,,8,,,,,,,20,,,,,15,,,
670000067908,306,,,,1,4,,,,,,,,,4,,1,,,3,,3
670000067908,307,7,,10,,1,4,5,,9,,5,8,6,,,8,,5,4,,5
670000067908,309,,4,,5,,,1,,,,,5,,,,,,,,,
670000067908,310,,,2,1,,3,,,,,,3,,1,,,2,,,,
670000067908,311,,,10,,2,,,5,,,,5,5,,5,,,3,,,5
670000067908,312,,13,2,10,21,,,,,5,7,19,3,9,18,,,15,,6,1
670000067908,313,,,,10,,,,,,,8,,,,,,,,,,
670000067908,314,,,,,,,,,,,,,3,,,,,,,,
670000067908,315,10,10,13,25,15,,,,10,,10,5,15,5,20,,,5,12,9,
670000067908,316,,,5,5,,10,,,,,,,4,,6,,,5,,5,10
670000067908,317,,2,3,4,,,,,2,,,2,1,,1,,1,,,,
670000067908,318,,,,,,,,,,,,,,,5,,,,,,
670000067908,319,,,,9,,,,,,,,,3,,,,,,,,
